"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"17","Donald Trump's father-in-law is a Communist who looks exactly like him https://t.co/cURY4nVGEs https://t.co/cD2EHG1uU6",FALSE,0,NA,2016-10-18 22:13:28,FALSE,NA,"788503287679123456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BabsHoge",0,FALSE,FALSE,NA,NA
"18","RT @HillaryClinton: Carter.
Bush.
Clinton.
Bush.
Obama.

Not one of them believes Donald Trump has what it takes to be president. https://t…",FALSE,0,NA,2016-10-18 22:13:28,FALSE,NA,"788503287322382336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","msn00100msms",11919,TRUE,FALSE,NA,NA
"19","@realDonaldTrump @nypost Trump Called This Woman A Liar. Then 6 Witnesses Corroborated Her Story. https://t.co/yl6X5LtGZo",FALSE,4,"realDonaldTrump",2016-10-18 22:13:27,FALSE,"788495515021299713","788503287045754880","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stockguy61",7,FALSE,FALSE,NA,NA
"20","RT @CNN: 33% of pro-Trump tweets are generated by bots and automated accounts, compared to 22% for Clinton, researchers find https://t.co/y…",FALSE,0,NA,2016-10-18 22:13:27,FALSE,NA,"788503286835912705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","H673H",442,TRUE,FALSE,NA,NA
"21","RT @Anthony: Twitter is rigged. https://t.co/PAUSQAa5g8",FALSE,0,NA,2016-10-18 22:13:27,FALSE,NA,"788503286760570881",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ioabeawaken",75,TRUE,FALSE,NA,NA
"22","#UKtelegraph  White Catholic vote turns on Donald Trump, handing Hillary Clinton further https://t.co/xoqirO22ua",FALSE,0,NA,2016-10-18 22:13:27,FALSE,NA,"788503286609575936",NA,"<a href=""http://momknowsshopping.com/UFOParanormal"" rel=""nofollow"">UFOParanormalNews</a>","UFOParanormNews",0,FALSE,FALSE,NA,NA
"23","RT @AlanLove1: Sanity at last from a Western Leader (in waiting). https://t.co/jXfIAVjh9b",FALSE,0,NA,2016-10-18 22:13:27,FALSE,NA,"788503286039121920",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","HouseofTwitsUKI",2,TRUE,FALSE,NA,NA
"24","RT @cloud_opinion: Ever wondered why The Sink at CU Boulder is legendary? They have standards man, standards:

https://t.co/DrjCcUZoUh",FALSE,0,NA,2016-10-18 22:13:27,FALSE,NA,"788503285544001536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tinahseattle",5,TRUE,FALSE,NA,NA
"25","RT @KazuhiroSoda: マイケル・ムーアがトランプのドキュメンタリーを公開するそうだ。→Michael Moore to release surprise Donald Trump documentary - the guardian https://t.co/A6…",FALSE,0,NA,2016-10-18 22:13:27,FALSE,NA,"788503283438542848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jasminebubu",139,TRUE,FALSE,NA,NA
"26","@Fahrenthold Perhaps she's confusing Donald Sr. with his son Eric? Eric Trump Foundation primarily supports St Jude's Hospital.",FALSE,5,"Fahrenthold",2016-10-18 22:13:27,FALSE,"788502890230972416","788503283425943552","61734492","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rivenhomewood",1,FALSE,FALSE,NA,NA
"27","RT @chavezglen1755: Trump Rape Lawsuit: When Is the Next Court Date? https://t.co/AMD5ElerZa

@keriRN @EnigmaNetxx @Progress4Ohio @rini6 @b…",FALSE,0,NA,2016-10-18 22:13:27,FALSE,NA,"788503283400904708",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AtlantaTANNT",9,TRUE,FALSE,NA,NA
"28","RT @s8n: 666 
6+6+6 = 18
Donald Trump was 18 once
Proof he is my son",FALSE,0,NA,2016-10-18 22:13:27,FALSE,NA,"788503283316895745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yvonnetraaan",1815,TRUE,FALSE,NA,NA
"29","ABD'li gençlerin yarısı Trump yerine göktaşını tercih etti https://t.co/AuKABWZPJD https://t.co/TSMHbIrabE",FALSE,1,NA,2016-10-18 22:13:26,FALSE,NA,"788503282905853952",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Thnx4NothinDear",0,FALSE,FALSE,NA,NA
"30","RT @kurteichenwald: Six friends/colleagues/social worker have come forward to confirm People magazine's writers story of Trump assault. htt…",FALSE,0,NA,2016-10-18 22:13:26,FALSE,NA,"788503282390007808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JJFan18",2086,TRUE,FALSE,NA,NA
"31","RT @ddale8: Donald Trump said 22 false things yesterday. #TrumpCheck https://t.co/qVUbiBfMMK",FALSE,0,NA,2016-10-18 22:13:26,FALSE,NA,"788503282163523584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Astwisa",3607,TRUE,FALSE,NA,NA
"32","RT @decodeurs: Cette photo qui montre Donald Trump avec ses parents en tenue du Ku Klux Klan est fausse https://t.co/qjF9RQT2wI https://t.c…",FALSE,0,NA,2016-10-18 22:13:26,FALSE,NA,"788503282041970689",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","straditeresa",19,TRUE,FALSE,NA,NA
"33","RT @MarkRuffalo: Trump called this woman a liar. Then 6 witnesses corroborated her story. https://t.co/wumY1A157g # via @HuffPostWomen#",FALSE,0,NA,2016-10-18 22:13:26,FALSE,NA,"788503281798672384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eastvillagetwt",685,TRUE,FALSE,NA,NA
"34","Twas the opposition that did it Used by Bad Polliticians for over 30 years  Donald's damage control. Bad plan l

https://t.co/EV9X9izDBn",FALSE,0,NA,2016-10-18 22:13:26,FALSE,NA,"788503281274236928",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","TwitWhatter",0,FALSE,FALSE,NA,NA
"35","RT @nytimes: The NYT's lawyer David McCraw: ""I hardly expected my letter to Donald Trump to go viral"" https://t.co/ax3zSsjlgy",FALSE,0,NA,2016-10-18 22:13:26,FALSE,NA,"788503280972365824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SamanthaReed214",142,TRUE,FALSE,NA,NA
"36","RT @CNN: Donald Trump has been known to read poll results at rallies, but he just said, ""I don't believe the polls anymore"" https://t.co/CP…",FALSE,0,NA,2016-10-18 22:13:26,FALSE,NA,"788503280552816640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lordanthony86",609,TRUE,FALSE,NA,NA
"37","RT @HillaryClinton: Carter.
Bush.
Clinton.
Bush.
Obama.

Not one of them believes Donald Trump has what it takes to be president. https://t…",FALSE,0,NA,2016-10-18 22:13:25,FALSE,NA,"788503278246039552",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","irisdaughter",11919,TRUE,FALSE,NA,NA
"38","RT @JamillaTweets: A billboard in Arabic has been put up in Michigan which says ""Donald Trump can't read this but it still scares him"" http…",FALSE,0,NA,2016-10-18 22:13:25,FALSE,NA,"788503278082457600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thottyken",65735,TRUE,FALSE,NA,NA
"39","Let's not forget 71% of Trump's statements are mostly to extremely false...  https://t.co/ehxU1h3hzN",FALSE,0,NA,2016-10-18 22:13:25,FALSE,NA,"788503277038018560",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UndenColton",1,FALSE,FALSE,NA,NA
"40","RT @ddale8: Donald Trump said 22 false things yesterday. #TrumpCheck https://t.co/qVUbiBfMMK",FALSE,0,NA,2016-10-18 22:13:25,FALSE,NA,"788503276970975232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarkFishkin",3607,TRUE,FALSE,NA,NA
"41","RT @gaywonk: Hooooly SHIT @CBSNews went IN on Donald Trump https://t.co/QckRgZlLUF",FALSE,0,NA,2016-10-18 22:13:25,FALSE,NA,"788503276677455872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Crazy4RedSox",213,TRUE,FALSE,NA,NA
"42","Donald Trump vs. Hillary Clinton Debate Cold Open - SNL https://t.co/IocXE7u0QW",FALSE,0,NA,2016-10-18 22:13:25,FALSE,NA,"788503276471799808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alvertolibera",0,FALSE,FALSE,NA,NA
"43","RT @samsteinhp: One of the most profoundly important pieces of the cycle, by @LEBassett  
https://t.co/mYv13iooje

Proud to call her a coll…",FALSE,0,NA,2016-10-18 22:13:25,FALSE,NA,"788503276257816577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Myvote4hillyes",540,TRUE,FALSE,NA,NA
"44","RT @HuffPostPol: North Carolina man's obituary: ""Do not vote for Donald Trump"" https://t.co/vIKTml4HEO https://t.co/k5rxl64uSM",FALSE,0,NA,2016-10-18 22:13:25,FALSE,NA,"788503276195028992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NoahChuck",121,TRUE,FALSE,NA,NA
"45","RT @HillaryClinton: Carter.
Bush.
Clinton.
Bush.
Obama.

Not one of them believes Donald Trump has what it takes to be president. https://t…",FALSE,0,NA,2016-10-18 22:13:25,FALSE,NA,"788503275846983680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ashmarx9",11919,TRUE,FALSE,NA,NA
"46","RT @CindyDPishere: Melania stops short of full denial, &amp; Stoynoff has a witness. I'd say the encounter happened as Stoynoff described. http…",FALSE,0,NA,2016-10-18 22:13:25,FALSE,NA,"788503275133730816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CoreyWEubank",5,TRUE,FALSE,NA,NA
"47","RT @RichardMetzger: FUCK YEAH: Michael Moore announces ‘surprise’ Donald Trump film just in time for election https://t.co/8jUDaqB5no https…",FALSE,0,NA,2016-10-18 22:13:24,FALSE,NA,"788503274345238529",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pam1Sadge",91,TRUE,FALSE,NA,NA
"48","RT @ddale8: Donald Trump said 22 false things yesterday. #TrumpCheck https://t.co/qVUbiBfMMK",FALSE,0,NA,2016-10-18 22:13:24,FALSE,NA,"788503274253082625",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stphnfwlr",3607,TRUE,FALSE,NA,NA
"49","LOL! North Carolina man's obituary: ""Do not vote for @realDonaldTrump"" https://t.co/RG7w2zeYg4 via @HuffPostPol",FALSE,0,NA,2016-10-18 22:13:24,FALSE,NA,"788503274148081664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Chicajones",0,FALSE,FALSE,NA,NA
"50","RT @Variety: Six people have corroborated a People writer's account that @realDonaldTrump forced himself upon her in 2005 https://t.co/HUaj…",FALSE,0,NA,2016-10-18 22:13:24,FALSE,NA,"788503273925963777",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oliviadotmp3",84,TRUE,FALSE,NA,NA
"51","Donald Trump invites Benghazi victim's mom to third debate: https://t.co/BlN49WRvix via @AOL",FALSE,0,NA,2016-10-18 22:13:24,FALSE,NA,"788503273804292096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ajbsales",0,FALSE,FALSE,NA,NA
"52","Donald Trump, Ted Cruz Trade Barbs Over Wives In US Presidential... https://t.co/PY8urDfTWs https://t.co/I4Doprs6FK",FALSE,0,NA,2016-10-18 22:13:24,FALSE,NA,"788503272902451201",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","8rend",0,FALSE,FALSE,NA,NA
"53","RT @AfroGumOfficiaI: ������������������ DONALD TRUMP VS DONALD TRUMP!!! https://t.co/ts9xxFuymq",FALSE,0,NA,2016-10-18 22:13:24,FALSE,NA,"788503272491356160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sxndyphxm",198,TRUE,FALSE,NA,NA
"54","RT @bennydiego: The only person rigging the election is Donald Trump.  #PodestaEmails11 #Wikileaks https://t.co/J7QAspSTY0",FALSE,0,NA,2016-10-18 22:13:24,FALSE,NA,"788503272092897281",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RosygSoto",163,TRUE,FALSE,NA,NA
"55","RT @TheBriefing2016: More than 50 generals and flag officers say Trump is unfit to be Commander-in-Chief https://t.co/t59LSxggEL https://t.…",FALSE,0,NA,2016-10-18 22:13:24,FALSE,NA,"788503272017453056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BrendaSexton",259,TRUE,FALSE,NA,NA
"56","RT @Slate: 230 things Donald Trump has said and done that make him unfit to be president: https://t.co/LWUBeVeRuZ https://t.co/aOp5osi8oK",FALSE,0,NA,2016-10-18 22:13:23,FALSE,NA,"788503269567893504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rich_893",63,TRUE,FALSE,NA,NA
"57","RT @thedailybeast: Obama denounces Trump's claim that the election is ""rigged"" against him: ""It happens to be based on no facts."" https://t…",FALSE,0,NA,2016-10-18 22:13:23,FALSE,NA,"788503269479817217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WeirAisling",31,TRUE,FALSE,NA,NA
"58","RT @KFILE: Donald Trump Jr. joked about Aurora shooting, Arab stereotypes, overweight people in shock-jock interviews https://t.co/lcRu4ZBO…",FALSE,0,NA,2016-10-18 22:13:23,FALSE,NA,"788503266644467713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HARRYSMUSE",1880,TRUE,FALSE,NA,NA
"59","RT @HillaryClinton: Carter.
Bush.
Clinton.
Bush.
Obama.

Not one of them believes Donald Trump has what it takes to be president. https://t…",FALSE,0,NA,2016-10-18 22:13:22,FALSE,NA,"788503265189175296",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","OlearyPatty",11919,TRUE,FALSE,NA,NA
"60","RT @lhfang: Corporate PACs are finally giving to Donald Trump and so are lobbyists for well known companies like Google https://t.co/qPaQNC…",FALSE,0,NA,2016-10-18 22:13:22,FALSE,NA,"788503265008840704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mattshuham",59,TRUE,FALSE,NA,NA
"61","RT @shadirahimi: A new billboard in Dearborn, Michigan says in Arabic: ""Donald Trump: He can't read this, but he's afraid of it."" https://t…",FALSE,0,NA,2016-10-18 22:13:22,FALSE,NA,"788503264069287936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","claudia_leger",23362,TRUE,FALSE,NA,NA
"62","RT @JohnGoblikon: Donald Trump is a troll.

goblins &gt; trolls.

vote for me to be your president!John Goblikon! Together we can make America…",FALSE,0,NA,2016-10-18 22:13:22,FALSE,NA,"788503263956045824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rashnok",51,TRUE,FALSE,NA,NA
"63","RT @HillaryClinton: Carter.
Bush.
Clinton.
Bush.
Obama.

Not one of them believes Donald Trump has what it takes to be president. https://t…",FALSE,0,NA,2016-10-18 22:13:22,FALSE,NA,"788503263322791936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GermanEneDe",11919,TRUE,FALSE,NA,NA
"64","RT @AKRNHSNC: @realDonaldTrump claims he understands subject matter better than @HillaryClinton despite poor debate performances. https://t…",FALSE,0,NA,2016-10-18 22:13:21,FALSE,NA,"788503260961308676",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GwenRoss14",1,TRUE,FALSE,NA,NA
"65","RT @DemocratMachine: ""Donald can be baited by a tweet"" - Hillary, 7/28/16

""Donald can be egged on by Billy Bush"" - Melania Trump, 10/17/16…",FALSE,0,NA,2016-10-18 22:13:21,FALSE,NA,"788503260084789249",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","whatnext20",3243,TRUE,FALSE,NA,NA
"66","RT @ddale8: Donald Trump said 22 false things yesterday. #TrumpCheck https://t.co/qVUbiBfMMK",FALSE,0,NA,2016-10-18 22:13:21,FALSE,NA,"788503259979788288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","natevk",3607,TRUE,FALSE,NA,NA
"67","JUST DO IT DONALD J TRUMP! https://t.co/1ltFi0nDcU",FALSE,0,NA,2016-10-18 22:13:21,FALSE,NA,"788503259380117504",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Snooper1",0,FALSE,FALSE,NA,NA
"68","RT @CNN: Donald Trump has been known to read poll results at rallies, but he just said, ""I don't believe the polls anymore"" https://t.co/CP…",FALSE,0,NA,2016-10-18 22:13:21,FALSE,NA,"788503259094872064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cruzsimonalfre1",609,TRUE,FALSE,NA,NA
"69","@YoungDems4Trump @kelliwardaz https://t.co/vkn6N6xL7C",FALSE,0,"YoungDems4Trump",2016-10-18 22:13:21,FALSE,"788497235868725248","788503258524450816","3498448812","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lizsalandar",0,FALSE,FALSE,NA,NA
"70","Trump ""I will Drain the Swamp"" LIVE Stream: Donald Trump Rally in Grand Junction, CO 10/18/16 https://t.co/NZU2PJ60Ee",FALSE,0,NA,2016-10-18 22:13:21,FALSE,NA,"788503258474033152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","toranaguy",0,FALSE,FALSE,NA,NA
"71","RT @ColMorrisDavis: 6 People Corroborate Natasha Stoynoff's Story of Attack by @realDonaldTrump ... shows Melania lied, too. https://t.co/T…",FALSE,0,NA,2016-10-18 22:13:21,FALSE,NA,"788503257899528193",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","muwanguzi_nuru",698,TRUE,FALSE,NA,NA
"72","RT @theintercept: Bill O'Reilly agrees with Barack Obama that Donald Trump should ""stop whining"" https://t.co/MYBFfq1Or1 by @RobertMackey",FALSE,0,NA,2016-10-18 22:13:20,FALSE,NA,"788503257106624513",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JustaFan18",36,TRUE,FALSE,NA,NA
"73","RT @VanityFair: Helen Mirren’s devastating dismissal of Donald Trump: “Enormous body, small head” https://t.co/weTq1Dhwct https://t.co/a1by…",FALSE,0,NA,2016-10-18 22:13:20,FALSE,NA,"788503257031127040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RonPyke",86,TRUE,FALSE,NA,NA
"74","RT @NextGenClimate: Millennials want to hear about climate change. Can you hear us? 
https://t.co/nUMP3P9OG2",FALSE,0,NA,2016-10-18 22:13:20,FALSE,NA,"788503256842592256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marsdengirls",7,TRUE,FALSE,NA,NA
"75","RT @TheBriefing2016: More than 50 generals and flag officers say Trump is unfit to be Commander-in-Chief https://t.co/t59LSxggEL https://t.…",FALSE,0,NA,2016-10-18 22:13:20,FALSE,NA,"788503256603459584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dremmelqueen",259,TRUE,FALSE,NA,NA
"76","@ffchll @diostuitero si no le dio cita para dentro de unos años se puede dar con un canto en los dientes la pobre: https://t.co/b7sLtQxjQB",FALSE,1,"ffchll",2016-10-18 22:13:20,FALSE,"788502560403488768","788503256519610368","2763731265","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JorgeJoseGD",0,FALSE,FALSE,NA,NA
"77","RT @Karenmeans15: Full Event: Donald Trump Rally in Grand Junction, CO 10/18/16 https://t.co/WpgXVcQ1Px via @YouTube",FALSE,0,NA,2016-10-18 22:13:20,FALSE,NA,"788503255554879488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kathie12811107",1,TRUE,FALSE,NA,NA
"78","RT @immigrant4trump: Black Trump Supporters Explains Why They are Voting for DONALD TRUMP! @brunelldonald #Debate #Blacks4Trump #Trump2016…",FALSE,0,NA,2016-10-18 22:13:20,FALSE,NA,"788503255273836545",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","orod04",2993,TRUE,FALSE,NA,NA
"79","RT @MarkRuffalo: Trump called this woman a liar. Then 6 witnesses corroborated her story. https://t.co/wumY1A157g # via @HuffPostWomen#",FALSE,0,NA,2016-10-18 22:13:20,FALSE,NA,"788503254988681216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KalynHarris1",685,TRUE,FALSE,NA,NA
"80","RT @resnikoff: This is beyond chilling and deserves to be read. https://t.co/jpeJcsCwdl https://t.co/oR2hRmZsYZ",FALSE,0,NA,2016-10-18 22:13:20,FALSE,NA,"788503254606946305",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ReverantRevan",829,TRUE,FALSE,NA,NA
"81","RT @JoyAnnReid: Still a birther: Trump seems to question, yet again, whether Obama is a legitimate president https://t.co/Vb8SsZG2Q1 via @H…",FALSE,0,NA,2016-10-18 22:13:19,FALSE,NA,"788503253512101888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MagicMark9",805,TRUE,FALSE,NA,NA
